,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
641,Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,55728000000000000,63,210,Partner,0,2,0
642,Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,26092800000000000,74,1095,Partner,1,3,1
643,Postgraduate,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,21686400000000000,55,223,Alone,3,4,1
644,Graduate,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,49161600000000000,58,597,Partner,1,3,1
645,Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,19612800000000000,36,22,Partner,1,3,1
646,Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,16070400000000000,46,1064,Alone,1,2,1
647,Undergraduate,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,57024000000000000,41,74,Partner,0,2,0
648,Postgraduate,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,47001600000000000,65,26,Partner,0,2,0
649,Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,47347200000000000,62,60,Partner,0,2,0
650,Postgraduate,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,35337600000000000,47,20,Partner,1,3,1
651,Undergraduate,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,23932800000000000,34,59,Alone,1,2,1
652,Postgraduate,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,35942400000000000,53,34,Partner,1,3,1
653,Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,20217600000000000,50,198,Partner,2,4,1
654,Postgraduate,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,28944000000000000,57,1048,Partner,1,3,1
655,Postgraduate,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,20131200000000000,59,574,Alone,2,3,1
656,Graduate,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,56592000000000000,51,1029,Alone,1,2,1
657,Graduate,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,16848000000000000,41,670,Partner,1,3,1
658,Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,49680000000000000,46,990,Alone,1,2,1
659,Graduate,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,3283200000000000,47,11,Partner,2,4,1
660,Postgraduate,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,52444800000000000,58,1241,Partner,1,3,1
661,Graduate,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,15379200000000000,42,576,Alone,0,1,0
662,Undergraduate,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,32659200000000000,36,172,Partner,1,3,1
663,Postgraduate,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,16243200000000000,41,664,Alone,0,1,0
664,Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,21945600000000000,58,928,Alone,1,2,1
665,Graduate,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,57715200000000000,54,2074,Alone,0,1,0
666,Undergraduate,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,29289600000000000,39,467,Partner,0,2,0
667,Graduate,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,21427200000000000,66,257,Partner,1,3,1
668,Graduate,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,16588800000000000,54,1146,Partner,0,2,0
669,Postgraduate,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,41385600000000000,45,689,Alone,1,2,1
670,Postgraduate,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,56592000000000000,49,2114,Alone,0,1,0
671,Postgraduate,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,59961600000000000,39,1717,Partner,0,2,0
672,Postgraduate,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,3801600000000000,32,1346,Partner,0,2,0
673,Postgraduate,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,23500800000000000,52,1044,Partner,0,2,0
674,Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54691200000000000,61,493,Alone,1,2,1
675,Graduate,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,26611200000000000,51,957,Alone,0,1,0
676,Postgraduate,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,30412800000000000,63,270,Partner,1,3,1
677,Undergraduate,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,20649600000000000,69,29,Partner,0,2,0
678,Postgraduate,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,34214400000000000,72,121,Alone,2,3,1
679,Postgraduate,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,29203200000000000,60,126,Partner,2,4,1
680,Graduate,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,8208000000000000,26,23,Alone,0,1,0
681,Postgraduate,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,38620800000000000,72,57,Alone,2,3,1
682,Graduate,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,20563200000000000,60,636,Alone,0,1,0
683,Graduate,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,6998400000000000,61,1004,Partner,0,2,0
684,Graduate,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,24624000000000000,48,734,Alone,1,2,1
685,Graduate,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,9417600000000000,43,614,Partner,2,4,1
686,Graduate,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,11923200000000000,43,1453,Alone,1,2,1
687,Postgraduate,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,5270400000000000,33,1621,Alone,0,1,0
688,Postgraduate,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,15984000000000000,53,187,Alone,1,2,1
689,Graduate,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,46224000000000000,35,1443,Partner,1,3,1
690,Postgraduate,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,172800000000000,51,57,Alone,1,2,1
691,Graduate,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,38448000000000000,70,637,Alone,1,2,1
692,Postgraduate,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,19008000000000000,73,948,Partner,1,3,1
693,Postgraduate,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,46224000000000000,50,59,Partner,1,3,1
694,Graduate,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,30412800000000000,35,18,Partner,1,3,1
695,Postgraduate,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,53222400000000000,56,903,Alone,1,2,1
696,Graduate,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,42681600000000000,46,112,Alone,1,2,1
697,Graduate,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,35510400000000000,68,596,Partner,0,2,0
698,Graduate,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,28166400000000000,39,233,Partner,1,3,1
699,Postgraduate,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,49161600000000000,46,1511,Partner,0,2,0
700,Undergraduate,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,55641600000000000,61,1152,Alone,0,1,0
701,Graduate,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,43459200000000000,43,48,Partner,1,3,1
702,Graduate,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,39312000000000000,51,1185,Alone,1,2,1
703,Graduate,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,7948800000000000,63,21,Alone,2,3,1
704,Postgraduate,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,48124800000000000,56,965,Partner,1,3,1
705,Graduate,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,36547200000000000,67,869,Partner,0,2,0
706,Postgraduate,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,3196800000000000,37,16,Partner,1,3,1
707,Graduate,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,43286400000000000,56,1947,Partner,0,2,0
708,Graduate,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,60220800000000000,45,71,Partner,1,3,1
709,Graduate,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,1814400000000000,55,65,Partner,1,3,1
710,Graduate,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,18835200000000000,66,1380,Partner,0,2,0
711,Postgraduate,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,13392000000000000,45,1027,Alone,0,1,0
712,Postgraduate,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,22550400000000000,56,411,Partner,3,5,1
713,Graduate,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,38016000000000000,30,836,Partner,0,2,0
714,Postgraduate,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,23760000000000000,72,11,Alone,2,3,1
715,Postgraduate,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,59702400000000000,68,480,Partner,2,4,1
716,Graduate,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,33004800000000000,43,606,Partner,2,4,1
717,Postgraduate,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,22118400000000000,73,284,Alone,3,4,1
718,Graduate,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,22723200000000000,48,1472,Alone,2,3,1
719,Graduate,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,5270400000000000,72,1677,Partner,0,2,0
720,Graduate,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,39484800000000000,48,1335,Partner,1,3,1
721,Postgraduate,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,2246400000000000,69,334,Partner,1,3,1
722,Undergraduate,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,40435200000000000,32,18,Partner,1,3,1
723,Graduate,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,59529600000000000,52,1338,Partner,1,3,1
724,Postgraduate,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,40003200000000000,68,1099,Alone,1,2,1
725,Postgraduate,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,41472000000000000,65,97,Partner,2,4,1
726,Postgraduate,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,15465600000000000,71,63,Alone,3,4,1
727,Undergraduate,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,28684800000000000,43,109,Partner,1,3,1
728,Graduate,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,13392000000000000,57,902,Partner,0,2,0
729,Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,35683200000000000,69,1574,Partner,0,2,0
730,Undergraduate,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,17452800000000000,46,38,Partner,1,3,1
731,Graduate,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,9676800000000000,26,960,Alone,0,1,0
732,Graduate,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,24796800000000000,51,28,Alone,1,2,1
733,Undergraduate,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,13046400000000000,67,1215,Partner,0,2,0
734,Postgraduate,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,15552000000000000,49,1497,Partner,0,2,0
735,Postgraduate,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,23241600000000000,63,449,Partner,1,3,1
736,Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,16070400000000000,46,1064,Alone,1,2,1
737,Graduate,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,41990400000000000,52,1757,Partner,0,2,0
738,Graduate,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,5011200000000000,42,1440,Partner,0,2,0
739,Undergraduate,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,43632000000000000,43,1006,Partner,0,2,0
740,Postgraduate,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,59356800000000000,49,1226,Partner,1,3,1
741,Graduate,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,24451200000000000,57,1171,Partner,1,3,1
742,Postgraduate,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,40694400000000000,42,92,Partner,1,3,1
743,Postgraduate,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,7257600000000000,62,99,Partner,1,3,1
744,Undergraduate,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,23241600000000000,40,66,Partner,1,3,1
745,Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,5702400000000000,54,564,Alone,2,3,1
746,Postgraduate,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,21081600000000000,33,1427,Partner,0,2,0
747,Postgraduate,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,35856000000000000,43,86,Alone,1,2,1
748,Graduate,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,3283200000000000,69,833,Alone,0,1,0
749,Graduate,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,36979200000000000,66,242,Partner,1,3,1
750,Graduate,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,56678400000000000,44,1869,Partner,0,2,0
751,Graduate,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,57196800000000000,34,1364,Partner,0,2,0
752,Undergraduate,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,26006400000000000,56,183,Partner,1,3,1
753,Postgraduate,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,34473600000000000,65,450,Partner,1,3,1
754,Graduate,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,31190400000000000,42,758,Partner,1,3,1
755,Postgraduate,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,17193600000000000,70,1507,Partner,0,2,0
756,Graduate,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,37238400000000000,56,654,Alone,2,3,1
757,Graduate,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,38188800000000000,49,81,Partner,2,4,1
758,Postgraduate,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,49075200000000000,64,137,Partner,1,3,1
759,Graduate,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,41472000000000000,68,16,Partner,2,4,1
760,Postgraduate,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,26179200000000000,56,93,Alone,1,2,1
761,Postgraduate,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,13305600000000000,63,1158,Partner,0,2,0
762,Postgraduate,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,16675200000000000,66,43,Alone,2,3,1
763,Graduate,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,25056000000000000,50,1525,Alone,1,2,1
764,Postgraduate,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,7344000000000000,47,1230,Alone,0,1,0
765,Graduate,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,6566400000000000,45,29,Partner,2,4,1
766,Graduate,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,4233600000000000,51,25,Alone,1,2,1
767,Graduate,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,8812800000000000,49,24,Partner,1,3,1
768,Graduate,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,32486400000000000,49,38,Partner,1,3,1
769,Undergraduate,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,52531200000000000,35,57,Partner,1,3,1
770,Postgraduate,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,11577600000000000,61,47,Partner,2,4,1
771,Postgraduate,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,46915200000000000,53,813,Alone,1,2,1
772,Postgraduate,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,2678400000000000,43,629,Partner,1,3,1
773,Graduate,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,56937600000000000,45,377,Alone,1,2,1
774,Postgraduate,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,45792000000000000,76,1612,Partner,0,2,0
775,Postgraduate,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,51753600000000000,64,729,Partner,0,2,0
776,Graduate,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,29808000000000000,71,50,Alone,0,1,0
777,Graduate,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,20995200000000000,43,270,Partner,2,4,1
778,Graduate,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,38880000000000000,60,177,Alone,1,2,1
779,Postgraduate,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,45360000000000000,59,315,Alone,0,1,0
780,Postgraduate,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,86400000000000,67,767,Partner,1,3,1
781,Undergraduate,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,53049600000000000,56,1071,Alone,1,2,1
782,Graduate,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,41817600000000000,48,1580,Partner,0,2,0
783,Graduate,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,17020800000000000,53,60,Partner,1,3,1
784,Postgraduate,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,17107200000000000,51,573,Partner,1,3,1
785,Graduate,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,39744000000000000,65,41,Alone,2,3,1
786,Graduate,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,45446400000000000,70,170,Partner,2,4,1
787,Postgraduate,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,20390400000000000,77,1167,Alone,0,1,0
788,Graduate,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,38793600000000000,63,1526,Partner,0,2,0
789,Postgraduate,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,20476800000000000,45,458,Partner,2,4,1
790,Postgraduate,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,8467200000000000,50,63,Partner,1,3,1
791,Graduate,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,21686400000000000,64,405,Partner,1,3,1
792,Graduate,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,40089600000000000,49,1027,Partner,2,4,1
793,Graduate,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,38793600000000000,49,1478,Alone,1,2,1
794,Graduate,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,22118400000000000,40,72,Partner,0,2,0
795,Graduate,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,37584000000000000,49,48,Alone,1,2,1
796,Graduate,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,2505600000000000,46,726,Alone,0,1,0
797,Postgraduate,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,44064000000000000,66,860,Partner,1,3,1
798,Postgraduate,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,18835200000000000,35,1497,Partner,0,2,0
799,Postgraduate,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,4147200000000000,51,495,Partner,1,3,1
800,Graduate,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,9417600000000000,45,20,Partner,2,4,1
801,Graduate,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,50284800000000000,67,570,Alone,0,1,0
802,Graduate,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,7948800000000000,49,769,Partner,1,3,1
803,Undergraduate,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,26006400000000000,43,55,Partner,1,3,1
804,Postgraduate,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,36288000000000000,41,1808,Alone,0,1,0
805,Graduate,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,28080000000000000,49,55,Partner,1,3,1
806,Graduate,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,1209600000000000,60,577,Alone,0,1,0
807,Graduate,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,37756800000000000,58,162,Partner,0,2,0
808,Graduate,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,34819200000000000,62,1957,Partner,1,3,1
809,Undergraduate,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,37929600000000000,62,1576,Alone,1,2,1
810,Graduate,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,36115200000000000,67,1616,Partner,3,5,1
811,Graduate,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,46051200000000000,59,36,Alone,3,4,1
812,Postgraduate,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,35769600000000000,63,1482,Alone,1,2,1
813,Graduate,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,10368000000000000,37,22,Partner,1,3,1
814,Postgraduate,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,18921600000000000,45,63,Alone,2,3,1
815,Graduate,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,56764800000000000,29,680,Alone,0,1,0
816,Postgraduate,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,36288000000000000,54,542,Partner,2,4,1
817,Undergraduate,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,23328000000000000,41,50,Partner,1,3,1
818,Graduate,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,43200000000000000,54,39,Partner,2,4,1
819,Graduate,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,39484800000000000,65,1043,Partner,1,3,1
820,Postgraduate,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,37152000000000000,49,385,Alone,1,2,1
